svs_file,y,split,pair_id,animal_id,label,COMPOUND_NAME,dose_level,dose_truncated,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,sacrifice_hours,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE_week,n_findings,n_findings_drug,n_findings_spont,max_grade,findings,topographies,grades,sp_flags,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,CAPTURE_NO,url,FILE_LOCATION,dup_grade_conflict
60489.svs,0,,E0629-G15-P1,E0629-G15-I4,normal,isoniazid,High,0,2000,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,629,15,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60489.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60489.svs,0
60531.svs,1,,E0629-G16-P0,E0629-G16-I1,abnormal,isoniazid,High,0,2000,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,moderate,Swelling,Centrilobular,moderate,false,629,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60531.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60531.svs,0
60533.svs,0,,E0629-G16-P0,E0629-G16-I2,normal,isoniazid,High,0,2000,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,629,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60533.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/isoniazid/Liver/60533.svs,0
61453.svs,0,,E0630-G05-P0,E0630-G05-I1,normal,aspirin,Low,0,450,mg/kg,3 hr,3,Single,Gavage,6,0,0,0,,,,,,630,5,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61453.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61453.svs,0
61461.svs,1,,E0630-G05-P0,E0630-G05-I5,abnormal,aspirin,Low,0,450,mg/kg,3 hr,3,Single,Gavage,6,1,1,0,minimal,Swelling,Centrilobular,minimal,false,630,5,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61461.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61461.svs,0
61492.svs,1,,E0630-G06-P0,E0630-G06-I1,abnormal,aspirin,Low,0,450,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,Swelling,Centrilobular,minimal,false,630,6,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61492.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61492.svs,0
61495.svs,0,,E0630-G06-P0,E0630-G06-I3,normal,aspirin,Low,0,450,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,630,6,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61495.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61495.svs,0
61510.svs,0,,E0630-G14-P0,E0630-G14-I1,normal,aspirin,High,0,2000,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,630,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61510.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61510.svs,0
61512.svs,1,,E0630-G14-P0,E0630-G14-I2,abnormal,aspirin,High,0,2000,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,slight,Swelling,Centrilobular,slight,false,630,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61512.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61512.svs,0
61548.svs,1,,E0630-G15-P0,E0630-G15-I1,abnormal,aspirin,High,0,2000,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,minimal,Swelling,Centrilobular,minimal,false,630,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61548.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61548.svs,0
61552.svs,0,,E0630-G15-P0,E0630-G15-I3,normal,aspirin,High,0,2000,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,630,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61552.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61552.svs,0
61589.svs,0,,E0630-G16-P0,E0630-G16-I1,normal,aspirin,High,0,2000,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,630,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61589.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61589.svs,0
61598.svs,1,,E0630-G16-P0,E0630-G16-I5,abnormal,aspirin,High,0,2000,mg/kg,24 hr,24,Single,Gavage,6,2,1,1,minimal,Necrosis; Swelling,-; Centrilobular,minimal; minimal,true; false,630,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61598.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61598.svs,0
62662.svs,0,,E0665-G10-P0,E0665-G10-I1,normal,rosiglitazone maleate,Middle,0,100,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,665,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62662.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62662.svs,0
62664.svs,1,,E0665-G10-P0,E0665-G10-I2,abnormal,rosiglitazone maleate,Middle,0,100,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,"Proliferation, Kupffer cell",-,minimal,false,665,10,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62664.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62664.svs,0
62666.svs,1,,E0665-G10-P1,E0665-G10-I3,abnormal,rosiglitazone maleate,Middle,0,100,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,"Proliferation, Kupffer cell",-,minimal,false,665,10,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62666.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62666.svs,0
62667.svs,0,,E0665-G10-P1,E0665-G10-I4,normal,rosiglitazone maleate,Middle,0,100,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,665,10,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62667.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62667.svs,0
62701.svs,1,,E0665-G14-P0,E0665-G14-I1,abnormal,rosiglitazone maleate,High,0,500,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,minimal,"Proliferation, Kupffer cell",-,minimal,false,665,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62701.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62701.svs,0
62709.svs,0,,E0665-G14-P0,E0665-G14-I5,normal,rosiglitazone maleate,High,0,500,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,665,14,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62709.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62709.svs,0
62711.svs,1,,E0665-G15-P0,E0665-G15-I1,abnormal,rosiglitazone maleate,High,0,500,mg/kg,9 hr,9,Single,Gavage,6,1,1,0,minimal,"Proliferation, Kupffer cell",-,minimal,false,665,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62711.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62711.svs,0
62712.svs,0,,E0665-G15-P0,E0665-G15-I2,normal,rosiglitazone maleate,High,0,500,mg/kg,9 hr,9,Single,Gavage,6,0,0,0,,,,,,665,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62712.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62712.svs,0
62842.svs,0,,E0666-G12-P0,E0666-G12-I1,normal,rosiglitazone maleate,Middle,0,20,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,666,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62842.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62842.svs,0
62848.svs,1,,E0666-G12-P0,E0666-G12-I4,abnormal,rosiglitazone maleate,Middle,0,20,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Hepatocyte,minimal,false,666,12,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62848.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62848.svs,0
62883.svs,0,,E0666-G16-P0,E0666-G16-I1,normal,rosiglitazone maleate,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,666,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62883.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62883.svs,0
62885.svs,1,,E0666-G16-P0,E0666-G16-I2,abnormal,rosiglitazone maleate,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Hepatocyte,minimal,false,666,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62885.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62885.svs,0
62887.svs,1,,E0666-G16-P1,E0666-G16-I3,abnormal,rosiglitazone maleate,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,"Change, eosinophilic",Hepatocyte,minimal,false,666,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62887.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62887.svs,0
62889.svs,0,,E0666-G16-P1,E0666-G16-I4,normal,rosiglitazone maleate,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,666,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62889.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/rosiglitazone_maleate/Liver/62889.svs,0
63406.svs,0,,E0684-G15-P0,E0684-G15-I1,normal,fluoxetine hydrochloride,High,0,30,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,684,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/fluoxetine_hydrochloride/Liver/63406.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/fluoxetine_hydrochloride/Liver/63406.svs,0
63411.svs,1,,E0684-G15-P0,E0684-G15-I3,abnormal,fluoxetine hydrochloride,High,0,30,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,"Vacuolization, cytoplasmic",Hepatocyte,minimal,false,684,15,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/fluoxetine_hydrochloride/Liver/63411.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/fluoxetine_hydrochloride/Liver/63411.svs,0
63446.svs,1,,E0685-G08-P0,E0685-G08-I1,abnormal,methylene dianiline,Low,0,30,mg/kg,24 hr,24,Single,Gavage,6,2,2,0,minimal,Dilatation; Necrosis,Lymphatic; Bile duct cell,minimal; minimal,false; false,685,8,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63446.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63446.svs,0
63450.svs,1,,E0685-G08-P1,E0685-G08-I2,abnormal,methylene dianiline,Low,0,30,mg/kg,24 hr,24,Single,Gavage,6,5,5,0,slight,Cellular infiltration; Dilatation; Edema; Hemorrhage; Necrosis,Glisson's sheath; Lymphatic; Glisson's sheath; Glisson's sheath; Bile duct cell,slight; slight; minimal; minimal; slight,false; false; false; false; false,685,8,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63450.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63450.svs,0
63454.svs,0,,E0685-G08-P0,E0685-G08-I3,normal,methylene dianiline,Low,0,30,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,685,8,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63454.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63454.svs,0
63458.svs,0,,E0685-G08-P1,E0685-G08-I4,normal,methylene dianiline,Low,0,30,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,685,8,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63458.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63458.svs,0
63740.svs,0,,E0686-G10-P0,E0686-G10-I1,normal,methylene dianiline,Middle,0,30,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,686,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63740.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63740.svs,0
63744.svs,0,,E0686-G10-P1,E0686-G10-I2,normal,methylene dianiline,Middle,0,30,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,686,10,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63744.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63744.svs,0
63748.svs,1,,E0686-G10-P0,E0686-G10-I3,abnormal,methylene dianiline,Middle,0,30,mg/kg,8 day,192,Repeat,Gavage,6,2,2,0,minimal,"Cellular infiltration; Proliferation, bile duct",Glisson's sheath; -,minimal; minimal,false; false,686,10,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63748.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63748.svs,0
63752.svs,1,,E0686-G10-P1,E0686-G10-I4,abnormal,methylene dianiline,Middle,0,30,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,"Proliferation, bile duct",-,minimal,false,686,10,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63752.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63752.svs,0
63831.svs,1,,E0686-G11-P0,E0686-G11-I1,abnormal,methylene dianiline,Middle,0,30,mg/kg,15 day,360,Repeat,Gavage,6,2,2,0,minimal,"Cellular infiltration; Proliferation, bile duct",Glisson's sheath; -,minimal; minimal,false; false,686,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63831.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63831.svs,0
63836.svs,0,,E0686-G11-P0,E0686-G11-I2,normal,methylene dianiline,Middle,0,30,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,686,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63836.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63836.svs,0
63923.svs,0,,E0686-G12-P0,E0686-G12-I1,normal,methylene dianiline,Middle,0,30,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,686,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63923.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63923.svs,0
63937.svs,1,,E0686-G12-P0,E0686-G12-I5,abnormal,methylene dianiline,Middle,0,30,mg/kg,29 day,696,Repeat,Gavage,6,3,3,0,minimal,"Cellular infiltration; Proliferation, bile duct; Single cell necrosis",Glisson's sheath; -; Hepatocyte,minimal; minimal; minimal,false; false; false,686,12,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63937.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63937.svs,0
64586.svs,0,,E0688-G16-P0,E0688-G16-I1,normal,butylated hydroxyanisole,High,0,2000,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,688,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/butylated_hydroxyanisole/Liver/64586.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/butylated_hydroxyanisole/Liver/64586.svs,0
64601.svs,1,,E0688-G16-P0,E0688-G16-I5,abnormal,butylated hydroxyanisole,High,0,2000,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,688,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/butylated_hydroxyanisole/Liver/64601.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/butylated_hydroxyanisole/Liver/64601.svs,0
65121.svs,1,,E0691-G16-P0,E0691-G16-I1,abnormal,amphotericin B,High,0,1,mg/kg,29 day,696,Repeat,intravenous injection,6,1,1,0,slight,Necrosis,-,slight,false,691,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/amphotericin_B/Liver/65121.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/amphotericin_B/Liver/65121.svs,0
65124.svs,0,,E0691-G16-P0,E0691-G16-I2,normal,amphotericin B,High,0,1,mg/kg,29 day,696,Repeat,intravenous injection,6,0,0,0,,,,,,691,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/amphotericin_B/Liver/65124.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/amphotericin_B/Liver/65124.svs,0
66518.svs,1,,E0708-G05-P0,E0708-G05-I1,abnormal,3-methylcholanthrene,Low,0,10,mg/kg,3 hr,3,Single,Gavage,6,1,1,0,slight,Increased mitosis,Hepatocyte,slight,false,708,5,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66518.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66518.svs,0
66535.svs,0,,E0708-G05-P0,E0708-G05-I5,normal,3-methylcholanthrene,Low,0,10,mg/kg,3 hr,3,Single,Gavage,6,0,0,0,,,,,,708,5,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66535.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66535.svs,0
66668.svs,0,,E0708-G10-P0,E0708-G10-I1,normal,3-methylcholanthrene,Middle,0,30,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,708,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66668.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66668.svs,0
66688.svs,1,,E0708-G10-P0,E0708-G10-I5,abnormal,3-methylcholanthrene,Middle,0,30,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,slight,Single cell necrosis,Centrilobular,slight,false,708,10,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66688.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66688.svs,0
66776.svs,0,,E0708-G14-P0,E0708-G14-I1,normal,3-methylcholanthrene,High,0,100,mg/kg,6 hr,6,Single,Gavage,6,0,0,0,,,,,,708,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66776.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66776.svs,0
66786.svs,1,,E0708-G14-P0,E0708-G14-I3,abnormal,3-methylcholanthrene,High,0,100,mg/kg,6 hr,6,Single,Gavage,6,1,1,0,slight,Single cell necrosis,Centrilobular,slight,false,708,14,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66786.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66786.svs,0
66829.svs,1,,E0708-G16-P0,E0708-G16-I1,abnormal,3-methylcholanthrene,High,0,100,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,slight,Single cell necrosis,Centrilobular,slight,false,708,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66829.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66829.svs,0
66835.svs,0,,E0708-G16-P0,E0708-G16-I2,normal,3-methylcholanthrene,High,0,100,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,708,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66835.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66835.svs,0
